HashFunction,HashOwner,HashApp,Average,Count,Minimum,Maximum,percentile_Average_0,percentile_Average_1,percentile_Average_25,percentile_Average_50,percentile_Average_75,percentile_Average_99,percentile_Average_100
oggz1m3hq5vt0ct39po0y0tstjsb6m93dmf7omqs747c3vocnitrp2chqrw0ogyy,gh9m0vfuznsai28dvti5r48ias5snyeg531u0lj89560hvtt1erwj3s95eq83q39,0sjvm2sikdb8vys7wvarvrquh31hy2jk8u5ghet72jy5hzuvc8tj2whqns3u3zr4,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
med3h9dyg6ypo80990g8ynh55zdyd935h0qrdebu6s70xeeqs6oo4nrxam8c65n3,nwg2n81aixk9sy845upm6uzu4uugzv66un753vn8q2ozjzew3q4fsfs4wvzcumgq,nrmqjq9as0bpzhogwjapmg4en3txgq4o078n00bwxadre0a00jfdqtw7781qpqqx,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
mlbl5mhv05f5hn2gy02zouw3bwayrg58cuv8y7m9hn15vxpasn9m64ajxt8s8x8k,1qv4yihjmmc5lwjv1pr3qk8m8ef1ox6s388wsglppindt8k1i9kcdeyt2a9n41hp,ha5qyigiozcwtxvayy4up70pagudxz0zmdc97f85ci3b4tbxkn45y2f30j3uohqj,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
gw47mnr2rrxa5uyv9k62ezu3m4eer67c8hbclctd7mmzgky44xonw6s1vkdqczxo,w07a3jors3xdz8efpyrexr6yx12m1kfk6kfdzfhjifblsft0z2aymx8f4z74cp61,xw5bzqd86yosa7xbwgrqlmwk75j46t2fltcgmzi7mcr1vzz06sxvukz787ra0dkm,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
2v8jpuck8kupmgwpp18kttkmewebuy0qop0agzvq7wsiibhd5ih38y859bmhv03e,59j8sfjdd2i7om9plsq8uqfuwrr7sem9wjeozih9qz94vt2v5sxcc7sz78b8sc5y,gtorvreaoxev4ujae9dkpukpir4nbn335hqem4tvlgkgstl5b27r6nbwkvlwksp4,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
hifk2arx3225mzb6xozk860a7sv2gzklipxhv8lms5s5qxyte0gd44m8clf1ze9f,orngad1f82gs6shbokdfcq0t4kjyq0hd8x6outh9e2wmtp4sn4dfyyfrysbghj8r,cw61j1kvaamzv6w8e4c8em8d992rgk0fyp2hlsqopg169jagnk1rx9wwu39q9zbh,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
6rr3gmddsomg912wvglj2s92b48yqwzrnff6lkzlur6v5oxqev5r8p4m0u44afa8,eyenu26rnfamhl9xtmiumzc5qz7f8nzlbc9yg2tw2kxnxbx85q01gaebd0lief8x,4i801wuxjlqf6eie7id8k56s98qmrijhm6y0z0wkuov90x9ngegg6fhgkn7smlq1,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
qy8zkul3cpcupz8faeefbokiw7f6i1mged4cw3mfr77i70o1rak8z7fxtne8z7gx,vmvef1rk5lj02w58lt5l63kyzfp7tsdj0g0crrl6mfgn2qd14606b24cah47q1fd,4fxvbbhd2un4fwsgrlkztd8jmp7ujilitgwtpjmcd63vfhdt2h9akw4r9ngzsp75,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
om7fj36xwi67gal3u8drrakmy5tluc338gcvf30blshcp280otzuqd18km1s3439,hfsugf525hj2n7urde1lss3tt071074r9febpwc5j3ankxq1xtuhoeqlnw6eaip5,411e7e100qf1l4ndyudnwe17ntx0h2mxtertb3416ubgi25vmzdmv5h66pz3uouo,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
22ctnco4v4c0z1zpd7q99y044uvuqmpk6m21nnrt5o0qd16rv7m1ge0nuus85sp2,a8sn59k67wvxdeez6zrh0158hp6fd0ia6vzoy7bhqfrgz1ypnkfcd8qigb820xmu,nzelta0ulrsymzesejve9q3p0drx0d90bex2foglkz7xr6gz9u3bdfz7uqdb5z8n,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
8qe76msqkdzw9zzbwxighomxtm70xajk985t0f6rmgsa5d2rxsld9vdk7k6dr08r,2cucyo2epsyks6lr1dr9lptb6frxm4qbau3zopzqj7m778zartd165low4fn9su8,p69081fjps8avbm772tn96mmxhur6pudhb0a4pzhyu1nhc7n61ia66hphruqq7sn,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
vxxofu5q6r0zp07fa5bwb5af489esi8qvi0fmcw6rr1uqaligzwfev4b0z3ost2n,tacsvqgwvepmuki9f03xb9mb40j092s0gwc3o8s866bop9rqyhoi0mds7eej7qqj,3z72i1yiv4p5er8f68fjm0iz9gjkhqknx4yq1dewl8utn07i2at72m4naqhgb773,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
zw5pjf0z3edgn2bmgb7v0jyvlu04aqvgf7j0ne43ruhywdqesqwctiwuxgop4n3g,j6psvd7rvxhi00zhky22t6a2ow7of626xh9s6qmzmlgebil8dsftrygwjo23uldh,k9wuembhthi9vxoxw7rtonhl4fddzfsjdytnpf8auxav6by7e1wgpc9dljdarho6,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
gz4p30pl6noioh4ag7jltswz9bavz28usujcxlnlwqh96vn1d4y22cbshs8hpwry,8xu7x2ut6z3ti4ud1pben1fgye8uk482fh78q97cbcrf82au8715a1qiqerxl766,flrjmdt84jktag6k4l49c919ui7mqbovglwqkt9bhnbgqy1lpjpkh5arg21e5bzp,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
2vkhc3i038ptkicpjk03z4c6bub2tg2ut0386pt2707g3tii4u8sv1uosdeau19l,w6w9tn3uzug08kzigdw8stws48x5d0v9hwcy4klae16es84dj1s46k5b77r1gbd9,9sjjnh8zoqrvzpwaxxoivjtlzwuvu20q7k0ufb9c8uxbz89yxju7zkb0rcopnlb8,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
fyll3l2j7pz1i5kyqyziqbkqhw1wmjrhx9zwcnjm8ndnkul23top3bzb2mkbufdi,radcfhhjkby3ib4f1nywa6ertlgn6z6jkczmtjn1chaiuvz7cxbn85b87dl3znj6,grz6nwyihjfh9ldehyla9v0tibr5fvt3p31mlnyliuiwrfp4juyx84zxs5l1kvjm,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
30qc6jda1pitaczvv0k3k5sr4e7yue7n11tdwmmp0btge77vypxao5gexrwjvva4,a000mf3ggdfffeaduwwcni7figob7vu2r9f7xgko0sluzejpv40sl0mkw5eyt32p,okg559v5x6c9l62d013ye0hk6rodacv2czydz0ymi2erjk300vuo8orjnlzrzhfx,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
pg2re4ijac3e5js9rub8inv2fu6tfclmmpnw1edi0ifec1ftrjnmn5lzgs5qjbhw,0klt7pom4wbun868tnk6ortmv3p75c4a1ak82ew71334qoetqe4ab7e5hln8kvz5,wde8fb5ajg9s720mbr5hr6u7u8pp8ppe4ia4fqqqabfbrajlgc1ps91oaga2i18y,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
2dwqgp7wab4gn94a7mclp9iutn5q9plkjfpgzprerowq58w5lsghstjyob5zyjs9,x8x8ibpd8xbt8me57db5b1hnzuj8mfjqlgdunkq1ydiuoafgm9b6lzcdlgjedv0m,gdhuwq3kvxppmmm55ogewi4khs20661azrjlsd75voko2vt9h4j3kvrspfh6ej70,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
i1zpea5mzzcg43ub8i2xme1t0li52jm0z7arb2jx5a9rta0p96fjdxcrpyruj0cr,z8edpvedq4g8zhequw0fohbjx35hk6wlq8oyi8dh0dnaziakt2r0jf1xz1cjuhvz,ovopgzjeypcy8uy600z7anc87qygz80m2dmgtp2dm9lu228vexqpdz4xficqueyp,100.0,57523.0,99.0,101.0,99.0,99.0,99.0,100.0,101.0,101.0,101.0
